[6, 3, 3, 4, 0, 3, 9, 3, 1, 4] 
[6, 3, 3, 4, 0, 3, 9, 1, 3, 4] 
[6, 3, 3, 4, 0, 3, 1, 9, 3, 4] 
[6, 3, 3, 4, 0, 1, 3, 9, 3, 4] 
[6, 3, 3, 4, 0, 1, 3, 9, 3, 4] 
[6, 3, 3, 0, 4, 1, 3, 9, 3, 4] 
[6, 3, 0, 3, 4, 1, 3, 9, 3, 4] 
[6, 0, 3, 3, 4, 1, 3, 9, 3, 4] 
[0, 6, 3, 3, 4, 1, 3, 9, 3, 4] 
[0, 6, 3, 3, 4, 1, 3, 9, 3, 4] 
[0, 6, 3, 3, 4, 1, 3, 3, 9, 4] 
[0, 6, 3, 3, 4, 1, 3, 3, 9, 4] 
[0, 6, 3, 3, 4, 1, 3, 3, 9, 4] 
[0, 6, 3, 3, 1, 4, 3, 3, 9, 4] 
[0, 6, 3, 1, 3, 4, 3, 3, 9, 4] 
[0, 6, 1, 3, 3, 4, 3, 3, 9, 4] 
[0, 1, 6, 3, 3, 4, 3, 3, 9, 4] 
[0, 1, 6, 3, 3, 4, 3, 3, 4, 9] 
[0, 1, 6, 3, 3, 4, 3, 3, 4, 9] 
[0, 1, 6, 3, 3, 4, 3, 3, 4, 9] 
[0, 1, 6, 3, 3, 3, 4, 3, 4, 9] 
[0, 1, 6, 3, 3, 3, 4, 3, 4, 9] 
[0, 1, 6, 3, 3, 3, 4, 3, 4, 9] 
[0, 1, 3, 6, 3, 3, 4, 3, 4, 9] 
[0, 1, 3, 6, 3, 3, 4, 3, 4, 9] 
[0, 1, 3, 6, 3, 3, 4, 3, 4, 9] 
[0, 1, 3, 6, 3, 3, 3, 4, 4, 9] 
[0, 1, 3, 6, 3, 3, 3, 4, 4, 9] 
[0, 1, 3, 6, 3, 3, 3, 4, 4, 9] 
[0, 1, 3, 3, 6, 3, 3, 4, 4, 9] 
[0, 1, 3, 3, 6, 3, 3, 4, 4, 9] 
[0, 1, 3, 3, 6, 3, 3, 4, 4, 9] 
[0, 1, 3, 3, 6, 3, 3, 4, 4, 9] 
[0, 1, 3, 3, 6, 3, 3, 4, 4, 9] 
[0, 1, 3, 3, 3, 6, 3, 4, 4, 9] 
[0, 1, 3, 3, 3, 6, 3, 4, 4, 9] 
[0, 1, 3, 3, 3, 6, 3, 4, 4, 9] 
[0, 1, 3, 3, 3, 6, 3, 4, 4, 9] 
[0, 1, 3, 3, 3, 3, 6, 4, 4, 9] 
[0, 1, 3, 3, 3, 3, 6, 4, 4, 9] 
[0, 1, 3, 3, 3, 3, 6, 4, 4, 9] 
[0, 1, 3, 3, 3, 3, 4, 6, 4, 9] 
[0, 1, 3, 3, 3, 3, 4, 6, 4, 9] 
[0, 1, 3, 3, 3, 3, 4, 4, 6, 9] 
[0, 1, 3, 3, 3, 3, 4, 4, 6, 9] 
